# "template_data":{"template":{"wires":[{"source":[0,"output"],"target":[1,"data"]},{"source":[1,"output"],"target":[2,"data"]},{"source":[2,"output"],"target":[11,"data"]},{"source":[3,"output"],"target":[4,"data"]},{"source":[4,"output"],"target":[8,"data"]},{"source":[8,"output"],"target":[11,"backp"]},{"source":[5,"output"],"target":[6,"data"]},{"source":[6,"output"],"target":[7,"data"]},{"source":[7,"output"],"target":[11,"backm"]},{"source":[9,"output"],"target":[10,"data"]},{"source":[10,"output"],"target":[12,"data"]},{"source":[12,"output"],"target":[13,"data"]},{"source":[13,"output"],"target":[14,"base"]},{"source":[11,"output"],"target":[14,"data"]}],"modules":[{"config":{"intent":"scan","filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624565.nxz.cgd","source":"ncnr","mtime":1579894725,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"base":"time"},"module":"ncnr.refl.super_load","title":"load spec","x":30,"y":10},{"module":"ncnr.refl.mask_points","y":10,"x":170,"title":"mask"},{"module":"ncnr.refl.join","y":10,"x":310,"title":"join","config":{"order":"none"}},{"module":"ncnr.refl.super_load","title":"load bg+","x":30,"y":50,"config":{"filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624567.nxz.cgd","source":"ncnr","mtime":1579897806,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624578.nxz.cgd","source":"ncnr","mtime":1579908950,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"Qz_basis":"sample"}},{"module":"ncnr.refl.mask_points","y":50,"x":170,"title":"mask"},{"module":"ncnr.refl.super_load","title":"load bg-","x":30,"y":90,"config":{"filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624566.nxz.cgd","source":"ncnr","mtime":1579896260,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624577.nxz.cgd","source":"ncnr","mtime":1579907403,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"Qz_basis":"sample"}},{"module":"ncnr.refl.mask_points","y":90,"x":170,"title":"mask"},{"module":"ncnr.refl.join","y":90,"x":310,"title":"join"},{"module":"ncnr.refl.join","y":50,"x":310,"title":"join"},{"config":{"intent":"intensity","filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624571.nxz.cgd","source":"ncnr","mtime":1579898836,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624572.nxz.cgd","source":"ncnr","mtime":1579899522,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624561.nxz.cgd","source":"ncnr","mtime":1579888454,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"base":"time"},"module":"ncnr.refl.super_load","title":"load slit","x":30,"y":130},{"module":"ncnr.refl.mask_points","y":130,"x":170,"title":"mask"},{"module":"ncnr.refl.subtract_background","y":10,"x":455,"title":"sub bg"},{"module":"ncnr.refl.rescale","y":130,"x":310,"title":"rescale","config":{"scale":[17.164651543004876,381.1366799296779,1]}},{"module":"ncnr.refl.join","y":130,"x":455,"title":"join"},{"module":"ncnr.refl.divide_intensity","y":55,"x":600,"title":"divide"}]},"node":0,"terminal":"output","datasources":[{"url":"https://www.ncnr.nist.gov/pub/","name":"ncnr","start_path":"ncnrdata"}],"server_git_hash":"37403ccf75017ae5b53e2ebc8ae550d93116b567","server_mtime":"2020-02-13T14:39:47.000Z","instrument_id":"ncnr.refl"}
# "name": "hw10624565"
# "entry": "unpolarized"
# "polarization": ""
# "wavelength": 5.0
# "wavelength_resolution": 0.03500000014901161
# "columns": ["x", "v", "Qz", "Qz_target", "Qx", "angular_resolution", "sample/angle_x", "detector/counts", "detector/wavelength", "detector/angle_x", "monitor/counts", "monitor/count_time", "slit1/x", "slit2/x", "slit3/x", "slit4/x", "counter.liveMonitor", "counter.liveROI", "counter.liveTime", "counter.startTime", "counter.stopTime", "counter.timePreset", "detectorAngle.softPosition", "q.x", "q.z", "sampleAngle.softPosition", "slitAperture1.softPosition", "slitAperture2.softPosition", "slitAperture3.softPosition", "slitAperture4.softPosition", "trajectoryData._mon1", "trajectoryData._q"]
# "units": ["", "counts per second", "1/Ang", "1/Ang", "1/Ang", "degrees", "degrees", "counts", "Angstroms", "degrees", "counts", "seconds", "mm", "mm", "mm", "mm", "", "", "s", "s", "s", "s", "deg", "1/Ang", "1/Ang", "deg", "mm", "mm", "mm", "mm", "", ""]
x	v	Qz	Qz_target	Qx	angular_resolution	sample/angle_x	detector/counts	detector/wavelength	detector/angle_x	monitor/counts	monitor/count_time	slit1/x	slit2/x	slit3/x	slit4/x	counter.liveMonitor	counter.liveROI	counter.liveTime	counter.startTime	counter.stopTime	counter.timePreset	detectorAngle.softPosition	q.x	q.z	sampleAngle.softPosition	slitAperture1.softPosition	slitAperture2.softPosition	slitAperture3.softPosition	slitAperture4.softPosition	trajectoryData._mon1	trajectoryData._q
1.9360300000e+05	2.1588645067e+01	9.2200897634e-02	9.2200003564e-02	-6.7411269811e-07	2.1221334115e-02	2.1019999981e+00	5.9911298337e+02	5.0000000000e+00	4.2048001289e+00	2.0899066456e+05	2.7751300812e+01	1.2458000183e+00	1.2468999624e+00	3.4614999294e+00	5.1666002274e+00	1.9360300000e+05	5.9900000000e+02	2.7751300812e+01	1.4123220215e+03	1.4408079834e+03	2.7751260757e+01	4.2048001289e+00	-6.4368362018e-07	9.2200890183e-02	2.1019999981e+00	1.2458000183e+00	1.2468999624e+00	3.4614999294e+00	5.1666002274e+00	3.0000000000e+03	9.2200003564e-02
1.9922100000e+05	1.8649449302e+01	9.4603031874e-02	9.4599999487e-02	-2.9960563097e-07	2.1778959781e-02	2.1570000648e+00	5.3008635832e+02	5.0000000000e+00	4.3144001961e+00	2.1513513070e+05	2.8423700333e+01	1.2792999744e+00	1.2789000273e+00	3.5197999477e+00	5.2690000534e+00	1.9922100000e+05	5.3000000000e+02	2.8423700333e+01	1.4453669434e+03	1.4749870605e+03	2.8423740387e+01	4.3144001961e+00	-3.3022686807e-07	9.4603024423e-02	2.1570000648e+00	1.2792999744e+00	1.2789000273e+00	3.5197999477e+00	5.2690000534e+00	3.0000000000e+03	9.4599999487e-02
2.0414100000e+05	1.6111632414e+01	9.7000695765e-02	9.7000002861e-02	1.4980281549e-07	2.2322114557e-02	2.2119998932e+00	4.6906601988e+02	5.0000000000e+00	4.4237999916e+00	2.2045550266e+05	2.9113500595e+01	1.3102999926e+00	1.3116999865e+00	3.5782001019e+00	5.3716001511e+00	2.0414100000e+05	4.6900000000e+02	2.9113500595e+01	1.4794969482e+03	1.5090999756e+03	2.9113500595e+01	4.4237999916e+00	1.6929814706e-07	9.7000695765e-02	2.2119998932e+00	1.3102999926e+00	1.3116999865e+00	3.5782001019e+00	5.3716001511e+00	3.0000000000e+03	9.7000002861e-02
2.0867100000e+05	1.3515789376e+01	9.9400460720e-02	9.9399998784e-02	-7.4901407743e-08	2.2889109328e-02	2.2665998936e+00	4.0304758924e+02	5.0000000000e+00	4.5332999229e+00	2.2531072463e+05	2.9820499420e+01	1.3444000483e+00	1.3442000151e+00	3.6364998817e+00	5.4749999046e+00	2.0867100000e+05	4.0300000000e+02	2.9820499420e+01	1.5134200439e+03	1.5442199707e+03	2.9820539474e+01	4.5332999229e+00	-8.6743270344e-08	9.9400460720e-02	2.2665998936e+00	1.3444000483e+00	1.3442000151e+00	3.6364998817e+00	5.4749999046e+00	3.0000000000e+03	9.9399998784e-02
2.1455500000e+05	1.3915634343e+01	1.0180233419e-01	1.0180000216e-01	-1.4980281549e-07	2.3438220844e-02	2.3213999271e+00	4.2505167188e+02	5.0000000000e+00	4.6428999901e+00	2.3173437954e+05	3.0544900894e+01	1.3760999441e+00	1.3769999743e+00	3.6949000359e+00	5.5777997971e+00	2.1455500000e+05	4.2500000000e+02	3.0544900894e+01	1.5490329590e+03	1.5797170410e+03	3.0544860840e+01	4.6428999901e+00	-8.8839293255e-08	1.0180232674e-01	2.3213999271e+00	1.3760999441e+00	1.3769999743e+00	3.6949000359e+00	5.5777997971e+00	3.0000000000e+03	1.0180000216e-01
2.1810200000e+05	1.4193183814e+01	1.0420192033e-01	1.0419999808e-01	0.0000000000e+00	2.3989038542e-02	2.3761999607e+00	4.4405505859e+02	5.0000000000e+00	4.7523999214e+00	2.3542281347e+05	3.1286500931e+01	1.4083000422e+00	1.4095000029e+00	3.7532000542e+00	5.6802000999e+00	2.1810200000e+05	4.4400000000e+02	3.1286500931e+01	1.5844880371e+03	1.6161810303e+03	3.1286460876e+01	4.7523999214e+00	7.2304606976e-19	1.0420192033e-01	2.3761999607e+00	1.4083000422e+00	1.4095000029e+00	3.7532000542e+00	5.6802000999e+00	3.0000000000e+03	1.0419999808e-01
2.2417700000e+05	1.3981917294e+01	1.0660140961e-01	1.0660000145e-01	-2.2470422323e-07	2.4550924078e-02	2.4307999611e+00	4.4805472768e+02	5.0000000000e+00	4.8618998528e+00	2.4204784215e+05	3.2045299530e+01	1.4417999983e+00	1.4420000315e+00	3.8115000725e+00	5.7828001976e+00	2.2417700000e+05	4.4800000000e+02	3.2045299530e+01	1.6207719727e+03	1.6536810303e+03	3.2045341492e+01	4.8618998528e+00	-2.7908183142e-07	1.0660140961e-01	2.4307999611e+00	1.4417999983e+00	1.4420000315e+00	3.8115000725e+00	5.7828001976e+00	3.0000000000e+03	1.0660000145e-01
2.2884900000e+05	1.4626429513e+01	1.0900079459e-01	1.0899999738e-01	1.4980281549e-07	2.5094076991e-02	2.4858000278e+00	4.8006133973e+02	5.0000000000e+00	4.9713997841e+00	2.4702727198e+05	3.2821498871e+01	1.4733999968e+00	1.4742000103e+00	3.8698999882e+00	5.8853998184e+00	2.2884900000e+05	4.8000000000e+02	3.2821498871e+01	1.6587139893e+03	1.6927110596e+03	3.2821498871e+01	4.9713997841e+00	1.9024228948e-07	1.0900080204e-01	2.4858000278e+00	1.4733999968e+00	1.4742000103e+00	3.8698999882e+00	5.8853998184e+00	3.0000000000e+03	1.0899999738e-01
2.3533500000e+05	1.5828504416e+01	1.1140228808e-01	1.1140000075e-01	2.2470422323e-07	2.5654258206e-02	2.5406000614e+00	5.3207357221e+02	5.0000000000e+00	5.0809998512e+00	2.5411063541e+05	3.3614898682e+01	1.5068999529e+00	1.5065000057e+00	3.9282000065e+00	5.9890999794e+00	2.3533500000e+05	5.3200000000e+02	3.3614898682e+01	1.6971049805e+03	1.7310649414e+03	3.3614940643e+01	5.0809998512e+00	1.9443366739e-07	1.1140228808e-01	2.5406000614e+00	1.5068999529e+00	1.5065000057e+00	3.9282000065e+00	5.9890999794e+00	3.0000000000e+03	1.1140000075e-01
2.4157400000e+05	1.4467764871e+01	1.1380147189e-01	1.1379999667e-01	2.9960563097e-07	2.6194857433e-02	2.5954000950e+00	4.9806294962e+02	5.0000000000e+00	5.1904997826e+00	2.6089599159e+05	3.4425701141e+01	1.5378999710e+00	1.5390000343e+00	3.9865999222e+00	6.0914001465e+00	2.4157400000e+05	4.9800000000e+02	3.4425701141e+01	1.7353349609e+03	1.7703909912e+03	3.4425659180e+01	5.1904997826e+00	2.9793156386e-07	1.1380147934e-01	2.5954000950e+00	1.5378999710e+00	1.5390000343e+00	3.9865999222e+00	6.0914001465e+00	3.0000000000e+03	1.1379999667e-01
2.4668100000e+05	1.4581887316e+01	1.1620057374e-01	1.1620000005e-01	0.0000000000e+00	2.6761848480e-02	2.6500000954e+00	5.1406548460e+02	5.0000000000e+00	5.3000001907e+00	2.6635090465e+05	3.5253700256e+01	1.5720000267e+00	1.5714999437e+00	4.0448999405e+00	6.1937999725e+00	2.4668100000e+05	5.1400000000e+02	3.5253700256e+01	1.7749379883e+03	1.8111159668e+03	3.5253658295e+01	5.3000001907e+00	8.0630340107e-19	1.1620056629e-01	2.6500000954e+00	1.5720000267e+00	1.5714999437e+00	4.0448999405e+00	6.1937999725e+00	3.0000000000e+03	1.1620000005e-01
2.5328400000e+05	1.4351267012e+01	1.1860174686e-01	1.1860000342e-01	0.0000000000e+00	2.7297344059e-02	2.7047998905e+00	5.1806495047e+02	5.0000000000e+00	5.4095997810e+00	2.7353990076e+05	3.6098899841e+01	1.6023999453e+00	1.6039999723e+00	4.1033000946e+00	6.2973999977e+00	2.5328400000e+05	5.1800000000e+02	3.6098899841e+01	1.8154179688e+03	1.8516269531e+03	3.6098941803e+01	5.4095997810e+00	0.0000000000e+00	1.1860173941e-01	2.7047998905e+00	1.6023999453e+00	1.6039999723e+00	4.1033000946e+00	6.2973999977e+00	3.0000000000e+03	1.1860000342e-01
2.5920300000e+05	1.2500858498e+01	1.2100061774e-01	1.2099999934e-01	7.4901407743e-08	2.7864333242e-02	2.7595999241e+00	4.6205045964e+02	5.0000000000e+00	5.5191001892e+00	2.7992075243e+05	3.6961498260e+01	1.6365000010e+00	1.6365000010e+00	4.1616001129e+00	6.3994998932e+00	2.5920300000e+05	4.6200000000e+02	3.6961498260e+01	1.8559470215e+03	1.8932580566e+03	3.6961498260e+01	5.5191001892e+00	1.0559295305e-07	1.2100061774e-01	2.7595999241e+00	1.6365000010e+00	1.6365000010e+00	4.1616001129e+00	6.3994998932e+00	3.0000000000e+03	1.2099999934e-01
2.6509300000e+05	8.6948647316e+00	1.2340156734e-01	1.2340000272e-01	-3.7450703871e-07	2.8412595391e-02	2.8141999245e+00	3.2902499315e+02	5.0000000000e+00	5.6286997795e+00	2.8625740254e+05	3.7841300964e+01	1.6680999994e+00	1.6692999601e+00	4.2199997902e+00	6.5023999214e+00	2.6509300000e+05	3.2900000000e+02	3.7841300964e+01	1.8980229492e+03	1.9365410156e+03	3.7841339111e+01	5.6286997795e+00	-3.2306454045e-07	1.2340156734e-01	2.8141999245e+00	1.6680999994e+00	1.6692999601e+00	4.2199997902e+00	6.5023999214e+00	3.0000000000e+03	1.2340000272e-01
2.7135000000e+05	6.6604288323e+00	1.2580022216e-01	1.2579999864e-01	-6.7411269811e-07	2.8962559998e-02	2.8687999249e+00	2.5801501358e+02	5.0000000000e+00	5.7382001877e+00	2.9301151426e+05	3.8738498688e+01	1.7003999949e+00	1.7015999556e+00	4.2782998085e+00	6.6055002213e+00	2.7135000000e+05	2.5800000000e+02	3.8738498688e+01	1.9409119873e+03	1.9804160156e+03	3.8738460541e+01	5.7382001877e+00	-6.5868840693e-07	1.2580022216e-01	2.8687999249e+00	1.7003999949e+00	1.7015999556e+00	4.2782998085e+00	6.6055002213e+00	3.0000000000e+03	1.2579999864e-01
2.7790100000e+05	4.7413375721e+00	1.2820093334e-01	1.2819999456e-01	-6.7411269811e-07	2.9529552907e-02	2.9235999584e+00	1.8800778791e+02	5.0000000000e+00	5.8477997780e+00	3.0009805806e+05	3.9652900696e+01	1.7345000505e+00	1.7340999842e+00	4.3366999626e+00	6.7079000473e+00	2.7790100000e+05	1.8800000000e+02	3.9652900696e+01	1.9851259766e+03	2.0255460205e+03	3.9652858734e+01	5.8477997780e+00	-6.7125859005e-07	1.2820094824e-01	2.9235999584e+00	1.7345000505e+00	1.7340999842e+00	4.3366999626e+00	6.7079000473e+00	3.0000000000e+03	1.2819999456e-01
2.8425500000e+05	3.4743382898e+00	1.3060155511e-01	1.3060000539e-01	-6.7411269811e-07	3.0070155859e-02	2.9783999920e+00	1.4100428010e+02	5.0000000000e+00	5.9573998451e+00	3.0694449637e+05	4.0584499359e+01	1.7654999495e+00	1.7666000128e+00	4.3949999809e+00	6.8102998734e+00	2.8425500000e+05	1.4100000000e+02	4.0584499359e+01	2.0303139648e+03	2.0718710938e+03	4.0584541321e+01	5.9573998451e+00	-6.8382814788e-07	1.3060155511e-01	2.9783999920e+00	1.7654999495e+00	1.7666000128e+00	4.3949999809e+00	6.8102998734e+00	3.0000000000e+03	1.3060000539e-01
2.9162000000e+05	2.7929943010e+00	1.3299985230e-01	1.3300000131e-01	-1.4980281549e-07	3.0629482120e-02	3.0334000587e+00	1.1600283068e+02	5.0000000000e+00	6.0668997765e+00	3.1495944303e+05	4.1533500671e+01	1.7990000248e+00	1.7987999916e+00	4.4532999992e+00	6.9135999680e+00	2.9162000000e+05	1.1600000000e+02	4.1533500671e+01	2.0761389160e+03	2.1188220215e+03	4.1533500671e+01	6.0668997765e+00	-1.1606425687e-07	1.3299985230e-01	3.0334000587e+00	1.7990000248e+00	1.7987999916e+00	4.4532999992e+00	6.9135999680e+00	3.0000000000e+03	1.3300000131e-01
2.9779200000e+05	2.4706590848e+00	1.3540241122e-01	1.3539999723e-01	-6.7411269811e-07	3.1176045537e-02	3.0880000591e+00	1.0500226655e+02	5.0000000000e+00	6.1765999794e+00	3.2157262902e+05	4.2499698639e+01	1.8306000233e+00	1.8314000368e+00	4.5117001534e+00	7.0155000687e+00	2.9779200000e+05	1.0500000000e+02	4.2499698639e+01	2.1232739258e+03	2.1660991211e+03	4.2499740601e+01	6.1765999794e+00	-7.0896538773e-07	1.3540241122e-01	3.0880000591e+00	1.8306000233e+00	1.8314000368e+00	4.5117001534e+00	7.0155000687e+00	3.0000000000e+03	1.3539999723e-01
3.0495300000e+05	2.5757594849e+00	1.3779827952e-01	1.3779999316e-01	-4.4940844646e-07	3.1732819974e-02	3.1428000927e+00	1.1200252049e+02	5.0000000000e+00	6.2859997749e+00	3.2932869946e+05	4.3483299255e+01	1.8634999990e+00	1.8638999462e+00	4.5700001717e+00	7.1181001663e+00	3.0495300000e+05	1.1200000000e+02	4.3483299255e+01	2.1708540039e+03	2.2145620117e+03	4.3483261108e+01	6.2859997749e+00	-4.8100673666e-07	1.3779827952e-01	3.1428000927e+00	1.8634999990e+00	1.8638999462e+00	4.5700001717e+00	7.1181001663e+00	3.0000000000e+03	1.3779999316e-01
3.1159600000e+05	3.1472784346e+00	1.4020058513e-01	1.4020000398e-01	-7.4901407743e-08	3.2275974751e-02	3.1977999210e+00	1.4000384969e+02	5.0000000000e+00	6.3956999779e+00	3.3647030096e+05	4.4484100342e+01	1.8950999975e+00	1.8961000443e+00	4.6283998489e+00	7.2220001221e+00	3.1159600000e+05	1.4000000000e+02	4.4484100342e+01	2.2190410156e+03	2.2638869629e+03	4.4484058380e+01	6.3956999779e+00	-1.2234808366e-07	1.4020058513e-01	3.1977999210e+00	1.8950999975e+00	1.8961000443e+00	4.6283998489e+00	7.2220001221e+00	3.0000000000e+03	1.4020000398e-01
3.1795700000e+05	3.9779764716e+00	1.4260277152e-01	1.4259999990e-01	-7.4901407743e-07	3.2837856561e-02	3.2523999214e+00	1.8100629076e+02	5.0000000000e+00	6.5054001808e+00	3.4327291040e+05	4.5502101898e+01	1.9285999537e+00	1.9285999537e+00	4.6866998672e+00	7.3241000175e+00	3.1795700000e+05	1.8100000000e+02	4.5502101898e+01	2.2682810059e+03	2.3141940918e+03	4.5502140045e+01	6.5054001808e+00	-7.4666633054e-07	1.4260275662e-01	3.2523999214e+00	1.9285999537e+00	1.9285999537e+00	4.6866998672e+00	7.3241000175e+00	3.0000000000e+03	1.4259999990e-01
3.2547000000e+05	3.8679793482e+00	1.4500261843e-01	1.4499999583e-01	-7.4901407743e-07	3.3386118710e-02	3.3071999550e+00	1.8000608302e+02	5.0000000000e+00	6.6149997711e+00	3.5140801116e+05	4.6537498474e+01	1.9601999521e+00	1.9614000320e+00	4.7451000214e+00	7.4267001152e+00	3.2547000000e+05	1.8000000000e+02	4.6537498474e+01	2.3184460449e+03	2.3653129883e+03	4.6537498474e+01	6.6149997711e+00	-7.5923196619e-07	1.4500261843e-01	3.3071999550e+00	1.9601999521e+00	1.9614000320e+00	4.7451000214e+00	7.4267001152e+00	3.0000000000e+03	1.4499999583e-01
3.3515000000e+05	4.4758958803e+00	1.4740017056e-01	1.4740000665e-01	-5.9921126194e-07	3.3937789500e-02	3.3619999886e+00	2.1300832956e+02	5.0000000000e+00	6.7245001793e+00	3.6206043828e+05	4.7590099335e+01	1.9924999475e+00	1.9938999414e+00	4.8034000397e+00	7.5296001434e+00	3.3515000000e+05	2.1300000000e+02	4.7590099335e+01	2.3700949707e+03	2.4182670898e+03	4.7590141296e+01	6.7245001793e+00	-6.4315452164e-07	1.4740015566e-01	3.3619999886e+00	1.9924999475e+00	1.9938999414e+00	4.8034000397e+00	7.5296001434e+00	3.0000000000e+03	1.4740000665e-01
3.4174400000e+05	4.0691869384e+00	1.4979974926e-01	1.4980000257e-01	-6.7411269811e-07	3.4499671310e-02	3.4168000221e+00	1.9800703939e+02	5.0000000000e+00	6.8340997696e+00	3.6910247959e+05	4.8660099030e+01	2.0260000229e+00	2.0264000893e+00	4.8618001938e+00	7.6329998970e+00	3.4174400000e+05	1.9800000000e+02	4.8660099030e+01	2.4226220703e+03	2.4718400879e+03	4.8660060883e+01	6.8340997696e+00	-6.5362468149e-07	1.4979974926e-01	3.4168000221e+00	2.0260000229e+00	2.0264000893e+00	4.8618001938e+00	7.6329998970e+00	3.0000000000e+03	1.4980000257e-01
3.4902000000e+05	3.4173729739e+00	1.5220139921e-01	1.5219999850e-01	-2.2470422323e-07	3.5045381635e-02	3.4718000889e+00	1.7000507579e+02	5.0000000000e+00	6.9437999725e+00	3.7692991396e+05	4.9747299194e+01	2.0576000214e+00	2.0589001179e+00	4.9201002121e+00	7.7346000671e+00	3.4902000000e+05	1.7000000000e+02	4.9747299194e+01	2.4762351074e+03	2.5265490723e+03	4.9747261047e+01	6.9437999725e+00	-2.6564154609e-07	1.5220138431e-01	3.4718000889e+00	2.0576000214e+00	2.0589001179e+00	4.9201002121e+00	7.7346000671e+00	3.0000000000e+03	1.5219999850e-01
3.5657600000e+05	2.8121678130e+00	1.5460290015e-01	1.5459999442e-01	-4.4940844646e-07	3.5608116537e-02	3.5265998840e+00	1.4300351350e+02	5.0000000000e+00	7.0535001755e+00	3.8507354180e+05	5.0851699829e+01	2.0917000771e+00	2.0908999443e+00	4.9784998894e+00	7.8382000923e+00	3.5657600000e+05	1.4300000000e+02	5.0851699829e+01	2.5310590820e+03	2.5824440918e+03	5.0851741791e+01	7.0535001755e+00	-4.0474944285e-07	1.5460290015e-01	3.5265998840e+00	2.0917000771e+00	2.0908999443e+00	4.9784998894e+00	7.8382000923e+00	3.0000000000e+03	1.5459999442e-01
3.6349200000e+05	2.7514683366e+00	1.5700207651e-01	1.5700000525e-01	-3.7450703871e-07	3.6144461483e-02	3.5813999176e+00	1.4300343766e+02	5.0000000000e+00	7.1630997658e+00	3.9246049493e+05	5.1973499298e+01	2.1221001148e+00	2.1235001087e+00	5.0367999077e+00	7.9405999184e+00	3.6349200000e+05	1.4300000000e+02	5.1973499298e+01	2.5871931152e+03	2.6397399902e+03	5.1973499298e+01	7.1630997658e+00	-4.1103044168e-07	1.5700207651e-01	3.5813999176e+00	2.1221001148e+00	2.1235001087e+00	5.0367999077e+00	7.9405999184e+00	3.0000000000e+03	1.5700000525e-01
3.7211800000e+05	2.4100295987e+00	1.5940327942e-01	1.5940000117e-01	0.0000000000e+00	3.6711450666e-02	3.6363999844e+00	1.2800269522e+02	5.0000000000e+00	7.2727999687e+00	4.0183084938e+05	5.3112499237e+01	2.1561999321e+00	2.1559998989e+00	5.0952000618e+00	8.0433998108e+00	3.7211800000e+05	1.2800000000e+02	5.3112499237e+01	2.6440449219e+03	2.6975979004e+03	5.3112541199e+01	7.2727999687e+00	-2.2121650945e-18	1.5940329432e-01	3.6363999844e+00	2.1561999321e+00	2.1559998989e+00	5.0952000618e+00	8.0433998108e+00	3.0000000000e+03	1.5940000117e-01
3.8092700000e+05	2.1006891330e+00	1.6180217266e-01	1.6179999709e-01	0.0000000000e+00	3.7257157266e-02	3.6912000179e+00	1.1400209232e+02	5.0000000000e+00	7.3824000359e+00	4.1140431102e+05	5.4268901825e+01	2.1877999306e+00	2.1884999275e+00	5.1535000801e+00	8.1457996368e+00	3.8092700000e+05	1.1400000000e+02	5.4268901825e+01	2.7023959961e+03	2.7570290527e+03	5.4268859863e+01	7.3824000359e+00	0.0000000000e+00	1.6180217266e-01	3.6912000179e+00	2.1877999306e+00	2.1884999275e+00	5.1535000801e+00	8.1457996368e+00	3.0000000000e+03	1.6179999709e-01
3.8897900000e+05	1.5331404057e+00	1.6420093179e-01	1.6419999301e-01	-5.9921126194e-07	3.7813935429e-02	3.7458000183e+00	8.5001138579e+01	5.0000000000e+00	7.4920001030e+00	4.2008449215e+05	5.5442501068e+01	2.2207000256e+00	2.2209999561e+00	5.2118000984e+00	8.2491998672e+00	3.8897900000e+05	8.5000000000e+01	5.5442501068e+01	2.7614960938e+03	2.8171411133e+03	5.5442459106e+01	7.4920001030e+00	-5.7316930224e-07	1.6420090199e-01	3.7458000183e+00	2.2207000256e+00	2.2209999561e+00	5.2118000984e+00	8.2491998672e+00	3.0000000000e+03	1.6419999301e-01
3.9642500000e+05	2.0129853531e+00	1.6660167277e-01	1.6660000384e-01	-7.4901407743e-07	3.8367301226e-02	3.8006000519e+00	1.1400200497e+02	5.0000000000e+00	7.6016998291e+00	4.2804765801e+05	5.6633300781e+01	2.2528998852e+00	2.2537999153e+00	5.2701997757e+00	8.3520002365e+00	3.9642500000e+05	1.1400000000e+02	5.6633300781e+01	2.8214750977e+03	2.8785390625e+03	5.6633338928e+01	7.6016998291e+00	-7.2693694619e-07	1.6660168767e-01	3.8006000519e+00	2.2528998852e+00	2.2537999153e+00	5.2701997757e+00	8.3520002365e+00	3.0000000000e+03	1.6660000384e-01
4.0512600000e+05	2.0228048914e+00	1.6900229454e-01	1.6899999976e-01	-2.9960563097e-07	3.8921531290e-02	3.8556001186e+00	1.1700206777e+02	5.0000000000e+00	7.7114000320e+00	4.3746374454e+05	5.7841499329e+01	2.2857999802e+00	2.2860000134e+00	5.3284997940e+00	8.4540996552e+00	4.0512600000e+05	1.1700000000e+02	5.7841499329e+01	2.8830490723e+03	2.9421020508e+03	5.7841499329e+01	7.7114000320e+00	-2.9496465004e-07	1.6900230944e-01	3.8556001186e+00	2.2857999802e+00	2.2860000134e+00	5.3284997940e+00	8.4540996552e+00	3.0000000000e+03	1.6899999976e-01
4.1247400000e+05	2.2855897232e+00	1.7140059173e-01	1.7139999568e-01	2.9960563097e-07	3.9472348988e-02	3.9105999470e+00	1.3500269584e+02	5.0000000000e+00	7.8210000992e+00	4.4529218599e+05	5.9066898346e+01	2.3180000782e+00	2.3185000420e+00	5.3868999481e+00	8.5574998856e+00	4.1247400000e+05	1.3500000000e+02	5.9066898346e+01	2.9465539551e+03	3.0066540527e+03	5.9066940308e+01	7.8210000992e+00	2.9915045729e-07	1.7140057683e-01	3.9105999470e+00	2.3180000782e+00	2.3185000420e+00	5.3868999481e+00	8.5574998856e+00	3.0000000000e+03	1.7139999568e-01
4.2198700000e+05	2.7691074622e+00	1.7379871011e-01	1.7380000651e-01	2.9960563097e-07	4.0017198771e-02	3.9653999805e+00	1.6700404035e+02	5.0000000000e+00	7.9306001663e+00	4.5563389674e+05	6.0309700012e+01	2.3496999741e+00	2.3508000374e+00	5.4451999664e+00	8.6590995789e+00	4.2198700000e+05	1.6700000000e+02	6.0309700012e+01	3.0109680176e+03	3.0723688965e+03	6.0309661865e+01	7.9306001663e+00	3.0333595191e-07	1.7379871011e-01	3.9653999805e+00	2.3496999741e+00	2.3508000374e+00	5.4451999664e+00	8.6590995789e+00	3.0000000000e+03	1.7380000651e-01
